player,pos,team,rec,yds_rec,tds_rec,att_rush,yds_rush,tds_rush,fl,att_pass,cmp,yds_pass,tds_pass,ints,fpts,sacks,ints,frs,ffs,tds,safeties,pas,yds_against,fg,fga,xpt
Marcus Mariota,QB,TEN,0,0,0,70.3,380.9,2.5,3,436.9,293.3,"3,219.3",18.3,12.7,224,0,0,0,0,0,0,0,0,0,0,0
Andy Dalton,QB,CIN,0,0,0,30.6,133.2,0.5,1.9,536.5,334.2,"3,693.3",22.9,14.9,222.2,0,0,0,0,0,0,0,0,0,0,0
Nick Foles,QB,JAC,0,0,0,26.2,23.2,0.9,2.6,566.9,373.5,"4,057.2",19.9,14,216.6,0,0,0,0,0,0,0,0,0,0,0
Eli Manning,QB,NYG,0,0,0,15.2,26.1,0.9,3.6,500.9,333.9,"3,637.3",19,11.3,199.7,0,0,0,0,0,0,0,0,0,0,0
Josh Rosen,QB,MIA,0,0,0,29.8,164.6,0.6,3.1,472.1,295,"3,254.4",18.2,15.7,185.2,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,DEN,0,0,0,22.2,58.2,0.4,1.7,496.1,312.4,"3,351.8",17.5,12.3,183.9,0,0,0,0,0,0,0,0,0,0,0
Dwayne Haskins,QB,WAS,0,0,0,19.2,57.3,0.8,1.8,388.5,242,"2,705.6",14.4,12.4,147.9,0,0,0,0,0,0,0,0,0,0,0
Case Keenum,QB,WAS,0,0,0,10,36.1,0.2,0.6,161.5,101.8,"1,100.3",5.5,4.6,60.2,0,0,0,0,0,0,0,0,0,0,0
Drew Lock,QB,DEN,0,0,0,4.5,18.2,0.1,0.5,81.5,50.8,589.8,3.2,2.3,33.4,0,0,0,0,0,0,0,0,0,0,0
Daniel Jones,QB,NYG,0,0,0,6.4,29.3,0.2,0.4,63.4,38.4,446.2,2.2,2.1,26,0,0,0,0,0,0,0,0,0,0,0
Taysom Hill,QB,NO,0,0,0,15.8,88.5,1.1,0.2,10.6,7.6,81.3,0.6,0.1,20.4,0,0,0,0,0,0,0,0,0,0,0
Nate Sudfeld,QB,PHI,0,0,0,2.5,8.4,0,0.1,25.9,16.1,183.5,1.3,0.3,12.5,0,0,0,0,0,0,0,0,0,0,0
Ryan Tannehill,QB,TEN,0,0,0,4.6,20.9,0.1,0.1,26.4,17.5,192.8,1.2,1,12.5,0,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,MIA,0,0,0,4,18.1,0,0,27.5,17,190.8,1.2,1.2,11.8,0,0,0,0,0,0,0,0,0,0,0
Robert Griffin,QB,BAL,0,0,0,3.5,19.7,0.1,0.1,19.2,11.7,130,0.8,0.2,10.6,0,0,0,0,0,0,0,0,0,0,0
DeShone Kizer,QB,GB,0,0,0,2,10.8,0,0.1,17.8,10.9,124.2,0.8,0.1,9,0,0,0,0,0,0,0,0,0,0,0
Chad Henne,QB,KC,0,0,0,2.2,3.5,0,0,17.4,11.2,140.2,0.8,0.1,9,0,0,0,0,0,0,0,0,0,0,0
Blaine Gabbert,QB,TB,0,0,0,0.5,1,0,0,18,10.5,138.5,1,0.5,8.6,0,0,0,0,0,0,0,0,0,0,0
Paxton Lynch,QB,SEA,0,0,0,2.7,12.5,0,0,13.5,9.1,104.6,0.8,0.1,8.3,0,0,0,0,0,0,0,0,0,0,0
Brett Hundley,QB,ARI,0,0,0,2,9.3,0,0.1,19.3,11.9,129.2,0.9,0.7,8.2,0,0,0,0,0,0,0,0,0,0,0
Jacoby Brissett,QB,IND,0,0,0,2.5,10.9,0,0,17.7,11.7,127.3,0.8,0.6,8.2,0,0,0,0,0,0,0,0,0,0,0
Teddy Bridgewater,QB,NO,0,0,0,2.7,4.6,0,0,16.3,11.4,124.3,0.8,0.1,8.2,0,0,0,0,0,0,0,0,0,0,0
Blake Bortles,QB,LAR,0,0,0,1.4,10.1,0,0,13.8,8.8,104,0.8,0.1,8,0,0,0,0,0,0,0,0,0,0,0
Drew Stanton,QB,CLE,0,0,0,2,9.1,0,0,17.8,11.2,127,0.8,0.6,7.9,0,0,0,0,0,0,0,0,0,0,0
AJ McCarron,QB,HOU,0,0,0,2.2,2.5,0,0.1,16.2,10.6,121.8,0.8,0.1,7.9,0,0,0,0,0,0,0,0,0,0,0
Tyrod Taylor,QB,LAC,0,0,0,2.5,12,0,0,15.4,10,121.2,0.7,0.6,7.9,0,0,0,0,0,0,0,0,0,0,0
Matt Schaub,QB,ATL,0,0,0,1.2,2,0,0.1,17.9,12.2,118.6,0.8,0.1,7.8,0,0,0,0,0,0,0,0,0,0,0
Nick Mullens,QB,SF,0,0,0,2,2.1,0,0,16.9,10.9,138.3,0.8,0.7,7.5,0,0,0,0,0,0,0,0,0,0,0
Joshua Dobbs,QB,PIT,0,0,0,2.2,8.2,0,0,19.7,12.9,120.7,0.8,0.7,7.4,0,0,0,0,0,0,0,0,0,0,0
Brian Hoyer,QB,NE,0,0,0,2.5,2,0,0,17.8,11.8,131.8,0.8,0.6,7.2,0,0,0,0,0,0,0,0,0,0,0
Trevor Siemian,QB,NYJ,0,0,0,2.2,8.9,0,0,15.9,9.9,109.8,0.8,0.6,7,0,0,0,0,0,0,0,0,0,0,0
Cooper Rush,QB,DAL,0,0,0,1.7,8.5,0,0,14.4,8.9,86.1,0.7,0.1,7,0,0,0,0,0,0,0,0,0,0,0
Chase Daniel,QB,CHI,0,0,0,2.2,4,0,0.1,15.5,10.1,110.6,0.8,0.6,6.5,0,0,0,0,0,0,0,0,0,0,0
Will Grier,QB,CAR,0,0,0,0.6,2.6,0,0,16.4,10.3,114.4,0.7,0.7,6.4,0,0,0,0,0,0,0,0,0,0,0
Mike Glennon,QB,OAK,0,0,0,2.2,3,0,0.5,17.3,11.6,128.2,0.7,0.6,6,0,0,0,0,0,0,0,0,0,0,0
Matt Barkley,QB,BUF,0,0,0,2.5,2.1,0,0,15,9,103.5,0.7,0.6,5.9,0,0,0,0,0,0,0,0,0,0,0
Jeff Driskel,QB,CIN,0,0,0,2.5,19,0,0,10.5,6,65,0.5,0.5,5.5,0,0,0,0,0,0,0,0,0,0,0
Tom Savage,QB,DET,0,0,0,2.1,2.7,0,0.6,17.1,10.5,115.6,0.7,0.6,5.5,0,0,0,0,0,0,0,0,0,0,0
Sean Mannion,QB,MIN,0,0,0,2.2,2,0,0.1,17.4,11,116.2,0.2,0.1,5.4,0,0,0,0,0,0,0,0,0,0,0
Ryan Griffin,QB,TB,0,0,0,0.4,1.2,0,0.1,12.2,7.2,88.9,0.5,0.5,4.8,0,0,0,0,0,0,0,0,0,0,0
Gardner Minshew,QB,JAC,0,0,0,0.5,1.5,0,0,9,5.5,59.5,0.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0
Cody Kessler,QB,PHI,0,0,0,0.9,3.7,0,0.1,10.4,6.8,72.4,0.3,0.2,4.1,0,0,0,0,0,0,0,0,0,0,0
Ryan Finley,QB,CIN,0,0,0,0.3,0.7,0,0.1,11.3,6.5,73.9,0.4,0.4,3.7,0,0,0,0,0,0,0,0,0,0,0
Geno Smith,QB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Gilbert,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardale Jones,QB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Rudock,QB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Rypien,QB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landry Jones,QB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Webb,QB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Hogan,QB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easton Stick,QB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Lauletta,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Heinicke,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Thorson,QB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trace McSorley,QB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Anderson,QB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bray,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Cook,QB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Callahan,QB,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike White,QB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Woodside,QB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colt McCoy,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Kaaya,QB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Falk,QB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex McGough,QB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Boyle,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Tanney,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Allen,QB,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Peterman,QB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Beathard,QB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Sloter,QB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Lee,QB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Etling,QB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Webb,QB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Allen,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Rudolph,QB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Stidham,QB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bears,DST,CHI,0,0,0,0,0,0,0,0,0,0,0,0,118.3,43.3,15.4,11.8,17.1,3.4,0,306,"5,082.8",0,0,0
Buffalo Bills,DST,BUF,0,0,0,0,0,0,0,0,0,0,0,0,113.3,37,16.4,11.3,16.4,3.5,0,340.6,"5,069.9",0,0,0
New Orleans Saints,DST,NO,0,0,0,0,0,0,0,0,0,0,0,0,112.3,40.3,13.7,12.1,17.1,3.4,0,337.5,"5,700.4",0,0,0
Los Angeles Rams,DST,LAR,0,0,0,0,0,0,0,0,0,0,0,0,112.3,40.4,15.1,11.4,16.3,3.1,0,355.7,"5,727.2",0,0,0
Kansas City Chiefs,DST,KC,0,0,0,0,0,0,0,0,0,0,0,0,110.7,43.4,13.1,10.7,16,3.3,0,364.6,"5,937.1",0,0,0
Cleveland Browns,DST,CLE,0,0,0,0,0,0,0,0,0,0,0,0,110.4,36.8,15.7,11.5,16.4,3.2,0,345.4,"5,468.6",0,0,0
Denver Broncos,DST,DEN,0,0,0,0,0,0,0,0,0,0,0,0,110.3,42.4,13.3,11.9,17.2,2.9,0,356.2,"5,628.7",0,0,0
Washington Redskins,DST,WAS,0,0,0,0,0,0,0,0,0,0,0,0,110.1,44.6,12.6,11.5,16.9,2.9,0,363.9,"5,591.7",0,0,0
Indianapolis Colts,DST,IND,0,0,0,0,0,0,0,0,0,0,0,0,109.9,44,12.5,11.9,17.1,2.8,0,343.5,"5,552.7",0,0,0
Houston Texans,DST,HOU,0,0,0,0,0,0,0,0,0,0,0,0,108.3,37.9,12.9,13.3,18.9,3,0,343.5,"5,598.3",0,0,0
Carolina Panthers,DST,CAR,0,0,0,0,0,0,0,0,0,0,0,0,108.2,40.2,12.6,12.3,17.9,3,0,397.9,"5,966.3",0,0,0
Los Angeles Chargers,DST,LAC,0,0,0,0,0,0,0,0,0,0,0,0,107.6,43.2,13.4,9.4,13.7,3.1,0,311.2,"5,450.9",0,0,0
Jacksonville Jaguars,DST,JAC,0,0,0,0,0,0,0,0,0,0,0,0,106.9,40.6,14.5,8.9,12.8,3.2,0,320.7,"5,148",0,0,0
Arizona Cardinals,DST,ARI,0,0,0,0,0,0,0,0,0,0,0,0,106.6,46.1,11.1,10.4,15,2.6,1,393.8,"5,784",0,0,0
Minnesota Vikings,DST,MIN,0,0,0,0,0,0,0,0,0,0,0,0,106.2,47.1,12.7,9,12.9,2.6,0,323.5,"5,179.2",0,0,0
New York Jets,DST,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,105.7,38.1,14.6,9.7,13.9,3.2,0,356.6,"5,542.8",0,0,0
Seattle Seahawks,DST,SEA,0,0,0,0,0,0,0,0,0,0,0,0,105.6,35.9,13,12.3,17.6,3.2,0,368.6,"5,889.8",0,0,0
Pittsburgh Steelers,DST,PIT,0,0,0,0,0,0,0,0,0,0,0,0,104.9,45,12.6,9.1,13.4,2.8,0,351.2,"5,373.2",0,0,0
Baltimore Ravens,DST,BAL,0,0,0,0,0,0,0,0,0,0,0,0,104.9,35.7,16.1,8.6,12.6,3.3,0,328,"5,169.7",0,0,0
Tennessee Titans,DST,TEN,0,0,0,0,0,0,0,0,0,0,0,0,103.6,40.4,13.1,9.6,13.7,3,0,333.9,"5,605.1",0,0,0
Detroit Lions,DST,DET,0,0,0,0,0,0,0,0,0,0,0,0,103.1,41.3,12.4,10,14.1,2.9,0,354.1,"5,788.3",0,0,0
New England Patriots,DST,NE,0,0,0,0,0,0,0,0,0,0,0,0,102.6,34.7,15,9.8,14.3,3.1,0,310.6,"5,557.3",0,0,0
San Francisco 49ers,DST,SF,0,0,0,0,0,0,0,0,0,0,0,0,102.3,44,11.1,9.2,13.2,3,0,392.1,"5,467.6",0,0,0
Green Bay Packers,DST,GB,0,0,0,0,0,0,0,0,0,0,0,0,101,43.5,12.1,9,12.6,2.6,0,358.4,"5,601",0,0,0
Dallas Cowboys,DST,DAL,0,0,0,0,0,0,0,0,0,0,0,0,100.3,38.3,12,10.6,14.8,2.8,0,339.8,"5,271.4",0,0,0
Miami Dolphins,DST,MIA,0,0,0,0,0,0,0,0,0,0,0,0,98.7,29.3,16.1,8.6,12.6,3.3,0,417.9,"6,200.1",0,0,0
Atlanta Falcons,DST,ATL,0,0,0,0,0,0,0,0,0,0,0,0,98.6,35.7,14.2,9.1,13.6,2.7,0,391.4,"5,915.2",0,0,0
Philadelphia Eagles,DST,PHI,0,0,0,0,0,0,0,0,0,0,0,0,97.5,40.4,11.6,9.2,12.9,2.6,0,320.2,"5,479.9",0,0,0
Cincinnati Bengals,DST,CIN,0,0,0,0,0,0,0,0,0,0,0,0,97.4,34.1,14.3,9,12.9,2.8,0,385.9,"6,007.7",0,0,0
New York Giants,DST,NYG,0,0,0,0,0,0,0,0,0,0,0,0,92.9,33.2,14,8,11.3,2.6,0,375.9,"5,554",0,0,0
Tampa Bay Buccaneers,DST,TB,0,0,0,0,0,0,0,0,0,0,0,0,89.1,34.5,10.2,9.8,14.3,2.4,0,425,"6,163.9",0,0,0
Oakland Raiders,DST,OAK,0,0,0,0,0,0,0,0,0,0,0,0,81.5,24.2,13.4,7.1,10.8,2.7,0,426.6,"6,191.6",0,0,0
Greg Zuerlein,K,LAR,0,0,0,0,0,0,0,0,0,0,0,0,139.7,0,0,0,0,0,0,0,0,33.3,38,39.8
Justin Tucker,K,BAL,0,0,0,0,0,0,0,0,0,0,0,0,129.2,0,0,0,0,0,0,0,0,33,36.2,30.2
Robbie Gould,K,SF,0,0,0,0,0,0,0,0,0,0,0,0,124.9,0,0,0,0,0,0,0,0,30.1,32.2,34.5
Wil Lutz,K,NO,0,0,0,0,0,0,0,0,0,0,0,0,123.3,0,0,0,0,0,0,0,0,28,32,39.3
Stephen Gostkowski,K,NE,0,0,0,0,0,0,0,0,0,0,0,0,120.1,0,0,0,0,0,0,0,0,27.1,31.4,38.9
Harrison Butker,K,KC,0,0,0,0,0,0,0,0,0,0,0,0,118.1,0,0,0,0,0,0,0,0,26.8,30.5,37.7
Michael Badgley,K,LAC,0,0,0,0,0,0,0,0,0,0,0,0,115.6,0,0,0,0,0,0,0,0,27.3,30.4,33.8
Adam Vinatieri,K,IND,0,0,0,0,0,0,0,0,0,0,0,0,114.5,0,0,0,0,0,0,0,0,24.7,28.7,40.5
Brett Maher,K,DAL,0,0,0,0,0,0,0,0,0,0,0,0,114.4,0,0,0,0,0,0,0,0,27,33.5,33.3
Giorgio Tavecchio,K,ATL,0,0,0,0,0,0,0,0,0,0,0,0,113.3,0,0,0,0,0,0,0,0,26.6,32.2,33.5
Mason Crosby,K,GB,0,0,0,0,0,0,0,0,0,0,0,0,112.8,0,0,0,0,0,0,0,0,26.7,32.6,32.7
Chandler Catanzaro,K,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,112.2,0,0,0,0,0,0,0,0,26.6,33.8,32.4
Austin Seibert,K,CLE,0,0,0,0,0,0,0,0,0,0,0,0,112.2,0,0,0,0,0,0,0,0,24.4,29.2,39
Matt Prater,K,DET,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,27,30.9,31
Graham Gano,K,CAR,0,0,0,0,0,0,0,0,0,0,0,0,110.3,0,0,0,0,0,0,0,0,24.4,27.4,37.1
Chris Boswell,K,PIT,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,23.7,30.1,37.9
Aldrick Rosas,K,NYG,0,0,0,0,0,0,0,0,0,0,0,0,108.4,0,0,0,0,0,0,0,0,26.6,29.7,28.7
Jason Myers,K,SEA,0,0,0,0,0,0,0,0,0,0,0,0,108.2,0,0,0,0,0,0,0,0,23.5,26.5,37.7
Jake Elliott,K,PHI,0,0,0,0,0,0,0,0,0,0,0,0,107.6,0,0,0,0,0,0,0,0,25.4,29.8,31.4
Ryan Succop,K,TEN,0,0,0,0,0,0,0,0,0,0,0,0,107.1,0,0,0,0,0,0,0,0,25.6,29.8,30.2
Eddy Pineiro,K,CHI,0,0,0,0,0,0,0,0,0,0,0,0,105.6,0,0,0,0,0,0,0,0,24,29.5,33.7
Daniel Carlson,K,OAK,0,0,0,0,0,0,0,0,0,0,0,0,104.7,0,0,0,0,0,0,0,0,25.6,31.6,27.9
Matt Gay,K,TB,0,0,0,0,0,0,0,0,0,0,0,0,104.1,0,0,0,0,0,0,0,0,23.9,29,32.4
Josh Lambo,K,JAC,0,0,0,0,0,0,0,0,0,0,0,0,101.6,0,0,0,0,0,0,0,0,24.7,27.7,27.4
Dan Bailey,K,MIN,0,0,0,0,0,0,0,0,0,0,0,0,101.4,0,0,0,0,0,0,0,0,24.4,30.9,28.1
Dustin Hopkins,K,WAS,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0,0,0,0,0,23.5,27,27.1
Steven Hauschka,K,BUF,0,0,0,0,0,0,0,0,0,0,0,0,97.2,0,0,0,0,0,0,0,0,23.5,28.1,26.8
Zane Gonzalez,K,ARI,0,0,0,0,0,0,0,0,0,0,0,0,91.8,0,0,0,0,0,0,0,0,20.8,28.7,29.5
Randy Bullock,K,CIN,0,0,0,0,0,0,0,0,0,0,0,0,91.7,0,0,0,0,0,0,0,0,21.9,26.1,26.1
Brandon McManus,K,DEN,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0,0,0,0,0,0,0,22.3,27.3,24.9
Jason Sanders,K,MIA,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0,0,0,0,0,0,0,0,20.8,24,23.2
Greg Joseph,K,CLE,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,12,14,18
Tristan Vizcaino,K,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Murphy,K,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cairo Santos,K,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey Redfern,K,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Ficken,K,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Blewitt,K,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0